Timestamp,Price,stock_volume,amount_volume
2014/8/21,2230.458,165733498,1.41E+11
2014/8/22,2240.812,160111672,1.40E+11
2014/8/25,2229.274,162119578,1.34E+11
2014/8/26,2207.106,163507424,1.34E+11
2014/8/27,2209.465,120885885,1.04E+11
2014/8/28,2195.818,124229014,1.09E+11
2014/8/29,2217.2,105202496,93043872850
2014/9/1,2235.511,129166583,1.17E+11
2014/9/2,2266.046,192124869,1.71E+11
2014/9/3,2288.627,212478998,1.88E+11
2014/9/4,2306.862,199489978,1.79E+11
2014/9/5,2326.432,213181917,1.86E+11
2014/9/9,2326.527,196990318,1.73E+11
2014/9/10,2318.305,189828991,1.63E+11
2014/9/11,2311.679,222221798,1.97E+11
2014/9/12,2331.95,193471540,1.62E+11
2014/9/15,2339.14,215112414,1.85E+11
2014/9/16,2296.555,302694111,2.38E+11
2014/9/17,2307.893,210842453,1.59E+11
2014/9/18,2315.928,189089045,1.45E+11
2014/9/19,2329.451,174648487,1.44E+11
2014/9/22,2289.866,175842354,1.48E+11
2014/9/23,2309.718,156855169,1.35E+11
2014/9/24,2343.575,222525725,1.86E+11
2014/9/25,2345.103,225688323,1.89E+11
2014/9/26,2347.718,174748285,1.48E+11
2014/9/29,2357.711,200111021,1.71E+11
2014/9/30,2363.87,193918690,1.67E+11
2014/10/8,2382.794,204397326,1.80E+11
2014/10/9,2389.371,235920010,2.00E+11
2014/10/10,2374.54,224671126,1.92E+11
2014/10/13,2366.009,200899314,1.75E+11
2014/10/14,2359.475,196831418,1.70E+11
2014/10/15,2373.67,202804915,1.72E+11
2014/10/16,2356.499,248201168,2.04E+11
2014/10/17,2341.184,212300962,1.79E+11
2014/10/20,2356.728,160022305,1.42E+11
2014/10/21,2339.657,168828288,1.47E+11
2014/10/22,2326.553,152698425,1.39E+11
2014/10/23,2302.418,162636308,1.41E+11
2014/10/24,2302.28,132225281,1.14E+11
2014/10/27,2290.437,130261568,1.13E+11
2014/10/28,2337.871,178590357,1.58E+11
2014/10/29,2373.03,265588687,2.25E+11
2014/10/30,2391.076,294645943,2.27E+11
2014/10/31,2420.178,325763522,2.50E+11
2014/11/3,2430.032,298821235,2.27E+11
2014/11/4,2430.677,309013039,2.27E+11
2014/11/5,2419.254,263606654,2.02E+11
2014/11/6,2425.864,222005088,1.80E+11
2014/11/7,2418.171,291172245,2.44E+11
2014/11/10,2473.673,300628203,2.45E+11
2014/11/11,2469.673,411904065,3.31E+11
2014/11/12,2494.476,252933852,2.16E+11
2014/11/13,2485.606,295037058,2.58E+11
2014/11/14,2478.824,220607619,1.92E+11
2014/11/17,2474.009,215687800,1.99E+11
2014/11/18,2456.366,201062570,1.75E+11
2014/11/19,2450.986,186235771,1.67E+11
2014/11/20,2452.66,165495213,1.51E+11
2014/11/21,2486.791,212239774,1.98E+11
2014/11/24,2532.879,363485835,3.30E+11
2014/11/25,2567.597,314315572,2.82E+11
2014/11/26,2604.345,337127249,3.17E+11
2014/11/27,2630.486,364075719,3.39E+11
2014/11/28,2682.835,465880035,4.02E+11
2014/12/1,2680.155,446791741,4.01E+11
2014/12/2,2763.545,437733381,3.97E+11
2014/12/3,2779.525,562120281,5.30E+11
2014/12/4,2899.456,532687718,5.09E+11
2014/12/5,2937.647,640500296,6.39E+11
2014/12/8,3020.258,587570890,5.93E+11
2014/12/9,2856.269,771998379,7.93E+11
2014/12/10,2940.006,512886913,5.35E+11
2014/12/11,2925.743,482632733,4.80E+11
2014/12/12,2938.173,409480811,4.20E+11
2014/12/15,2953.421,400371695,4.11E+11
2014/12/16,3021.518,453842723,4.93E+11
2014/12/17,3061.02,542503179,5.80E+11
2014/12/18,3057.521,435904952,4.67E+11
2014/12/19,3108.596,521073511,5.16E+11
2014/12/22,3127.445,679371915,6.24E+11
2014/12/23,3032.612,437762400,4.19E+11
2014/12/24,2972.532,376805246,3.79E+11
2014/12/25,3072.536,376947776,3.79E+11
2014/12/26,3157.603,460700932,4.89E+11
2014/12/29,3168.016,510111439,5.56E+11
2014/12/30,3165.815,397725320,4.37E+11
2014/12/31,3234.677,405998521,4.32E+11
2015/1/5,3350.519,531352391,5.50E+11
2015/1/6,3351.446,501661695,5.32E+11
2015/1/7,3373.954,391918880,4.36E+11
2015/1/8,3293.456,371131170,3.99E+11
2015/1/9,3285.412,410240872,4.59E+11
2015/1/12,3229.316,322064679,3.66E+11
2015/1/13,3235.301,230725754,2.74E+11
2015/1/14,3222.437,240190747,2.67E+11
2015/1/15,3336.455,282546240,3.31E+11
2015/1/16,3376.495,339876753,3.92E+11
2015/1/19,3116.351,401098789,4.10E+11
2015/1/20,3173.052,357080811,4.16E+11
2015/1/21,3323.611,410956024,4.74E+11
2015/1/22,3343.344,353382961,4.08E+11
2015/1/23,3351.764,366249240,4.21E+11
2015/1/26,3383.182,317541007,3.58E+11
2015/1/27,3352.96,374517551,4.18E+11
2015/1/28,3305.738,301927095,3.42E+11
2015/1/29,3262.305,274658613,2.96E+11
2015/1/30,3210.363,258312548,2.84E+11
2015/2/2,3128.3,250861629,2.67E+11
2015/2/3,3204.907,248192164,2.83E+11
2015/2/4,3174.126,249098086,2.90E+11
2015/2/5,3136.531,306139305,3.48E+11
2015/2/6,3075.907,246749666,2.67E+11
2015/2/9,3095.124,206108383,2.41E+11
2015/2/10,3141.593,193817139,2.25E+11
2015/2/11,3157.704,172840094,2.11E+11
2015/2/12,3173.416,194592309,2.30E+11
2015/2/13,3203.827,261290436,2.93E+11
2015/2/16,3222.363,223797429,2.66E+11
2015/2/17,3246.906,228332624,2.63E+11
2015/2/25,3228.843,233348094,2.65E+11
2015/2/26,3298.359,301263875,3.34E+11
2015/2/27,3310.303,299163717,3.35E+11
2015/3/2,3336.285,346445671,4.10E+11
2015/3/3,3263.052,382044619,4.42E+11
2015/3/4,3279.533,293639522,3.47E+11
2015/3/5,3248.476,320663585,3.74E+11
2015/3/6,3241.187,282915791,3.28E+11
2015/3/9,3302.408,321495440,3.60E+11
2015/3/10,3286.068,285817576,3.30E+11
2015/3/11,3290.9,282985535,3.28E+11
2015/3/12,3349.323,357295105,4.07E+11
2015/3/13,3372.911,328410154,3.74E+11
2015/3/16,3449.305,399132430,4.79E+11
2015/3/17,3502.847,520939506,6.02E+11
2015/3/18,3577.301,545217144,6.17E+11
2015/3/19,3582.271,537346614,6.12E+11
2015/3/20,3617.318,516661669,6.52E+11
2015/3/23,3687.728,536062832,6.62E+11
2015/3/24,3691.41,639554669,7.55E+11
2015/3/25,3660.727,521886348,6.45E+11
2015/3/26,3682.095,488647203,6.20E+11
2015/3/27,3691.096,408945165,5.09E+11
2015/3/30,3786.568,564702353,6.92E+11
2015/3/31,3747.899,561676037,7.21E+11
2015/4/1,3810.294,447458319,5.92E+11
2015/4/2,3825.784,479299673,6.32E+11
2015/4/3,3863.929,473033311,6.36E+11
2015/4/7,3961.378,570447535,7.46E+11
2015/4/8,3994.811,618085419,8.39E+11
2015/4/9,3957.534,585176825,8.17E+11
2015/4/10,4034.31,484283619,6.69E+11
2015/4/13,4121.715,589814227,7.82E+11
2015/4/14,4135.565,610683541,8.15E+11
2015/4/15,4084.163,613005812,7.73E+11
2015/4/16,4194.823,551242956,7.12E+11
2015/4/17,4287.296,701706205,9.16E+11
2015/4/20,4217.077,857132807,1.15E+12
2015/4/21,4293.623,634470627,8.62E+11
2015/4/22,4398.494,680305086,9.77E+11
2015/4/23,4414.508,667344661,9.63E+11
2015/4/24,4393.686,628554996,9.17E+11
2015/4/27,4527.396,671088521,9.75E+11
2015/4/28,4476.215,767676416,1.06E+12
2015/4/29,4476.62,519834202,7.52E+11
2015/4/30,4441.655,526727975,7.74E+11
2015/5/4,4480.464,494173398,7.18E+11
2015/5/5,4298.706,572858596,8.06E+11
2015/5/6,4229.266,481732993,7.17E+11
2015/5/7,4112.214,394566653,5.40E+11
2015/5/8,4205.917,397428094,5.60E+11
2015/5/11,4333.584,488750515,7.15E+11
2015/5/12,4401.219,521866408,7.93E+11
2015/5/13,4375.76,510490475,7.81E+11
2015/5/14,4378.311,449077935,6.70E+11
2015/5/15,4308.691,439706198,6.66E+11
2015/5/18,4283.491,380057452,5.95E+11
2015/5/19,4417.552,436735224,6.94E+11
2015/5/20,4446.288,514106223,8.06E+11
2015/5/21,4529.422,464996520,7.29E+11
2015/5/22,4657.596,655591287,1.01E+12
2015/5/25,4813.798,682461391,1.08E+12
2015/5/26,4910.897,704892829,1.14E+12
2015/5/27,4941.714,681165379,1.12E+12
2015/5/28,4620.266,782964592,1.25E+12
2015/5/29,4611.744,611262409,9.55E+11
2015/6/1,4828.738,593389035,9.34E+11
2015/6/2,4910.527,623748099,9.99E+11
2015/6/3,4909.978,611453839,1.01E+12
2015/6/4,4947.102,674952402,1.05E+12
2015/6/5,5023.096,772240812,1.23E+12
2015/6/8,5131.881,855035085,1.31E+12
2015/6/9,5113.534,729893818,1.15E+12
2015/6/10,5106.036,596969001,1.01E+12
2015/6/11,5121.593,563990522,9.75E+11
2015/6/12,5166.35,625627854,1.06E+12
2015/6/15,5062.993,637803984,1.06E+12
2015/6/16,4887.432,550801407,8.95E+11
2015/6/17,4967.898,537101168,8.30E+11
2015/6/18,4785.356,507440899,7.86E+11
2015/6/19,4478.364,452689626,6.85E+11
2015/6/23,4576.492,473526128,6.94E+11
2015/6/24,4690.15,543003709,8.15E+11
2015/6/25,4527.779,572797533,8.65E+11
2015/6/26,4192.873,565217874,7.88E+11
2015/6/29,4053.03,673786349,9.04E+11
2015/6/30,4277.222,709176633,9.42E+11
2015/7/1,4053.7,598769427,8.38E+11
2015/7/2,3912.767,586015612,7.36E+11
2015/7/3,3686.915,548163111,6.48E+11
2015/7/6,3775.912,831139286,9.43E+11
2015/7/7,3727.125,698818688,7.76E+11
2015/7/8,3507.192,680356922,7.00E+11
2015/7/9,3709.33,656914612,6.73E+11
2015/7/10,3877.803,586364255,6.80E+11
2015/7/13,3970.388,643489007,7.82E+11
2015/7/14,3924.487,670558799,8.30E+11
2015/7/15,3805.703,601301324,7.01E+11
2015/7/16,3823.176,492256200,5.70E+11
2015/7/17,3957.352,481726268,5.93E+11
2015/7/20,3992.11,539106714,6.88E+11
2015/7/21,4017.675,504288028,6.46E+11
2015/7/22,4026.045,520732225,6.79E+11
2015/7/23,4123.923,563585966,7.44E+11
2015/7/24,4070.908,627424860,8.43E+11
2015/7/27,3725.558,556003247,7.21E+11
2015/7/28,3663.002,563330042,6.85E+11
2015/7/29,3789.168,434352085,5.57E+11
2015/7/30,3705.766,457943228,6.16E+11
2015/7/31,3663.726,350955745,4.60E+11
2015/8/3,3622.905,363968731,4.46E+11
2015/8/4,3756.545,362901666,4.64E+11
2015/8/5,3694.573,366422979,4.84E+11
2015/8/6,3661.539,274074663,3.58E+11
2015/8/7,3744.205,340757184,4.45E+11
2015/8/10,3928.415,497304319,6.53E+11
2015/8/11,3927.908,538923460,7.12E+11
2015/8/12,3886.32,442688278,5.97E+11
2015/8/13,3954.556,430073303,5.79E+11
2015/8/14,3965.335,467988217,6.47E+11
2015/8/17,3993.668,460432060,6.26E+11
2015/8/18,3748.164,543770822,7.22E+11
2015/8/19,3794.109,475396239,6.00E+11
2015/8/20,3664.291,390063057,5.01E+11
2015/8/21,3507.744,369920479,4.51E+11
2015/8/24,3209.905,334671792,3.59E+11
2015/8/25,2964.967,352325110,3.59E+11
2015/8/26,2927.288,466699663,4.62E+11
2015/8/27,3083.591,400308398,4.04E+11
2015/8/28,3232.35,443136928,4.75E+11
2015/8/31,3205.986,397431382,4.31E+11
2015/9/1,3166.624,432432468,4.20E+11
2015/9/2,3160.167,438170153,4.23E+11
2015/9/7,3080.42,296468114,3.03E+11
2015/9/8,3170.452,255415465,2.64E+11
2015/9/9,3243.089,375327978,4.13E+11
2015/9/10,3197.893,273261759,3.00E+11
2015/9/11,3200.234,224557822,2.53E+11
2015/9/14,3114.798,346631158,3.74E+11
2015/9/15,3005.172,249194445,2.44E+11
2015/9/16,3152.263,277524524,2.82E+11
2015/9/17,3086.061,317602892,3.37E+11
2015/9/18,3097.917,209175398,2.18E+11
2015/9/21,3156.54,239897354,2.60E+11
2015/9/22,3185.619,274786154,3.05E+11
2015/9/23,3115.888,236322670,2.58E+11
2015/9/24,3142.687,212887723,2.31E+11
2015/9/25,3092.347,236263871,2.49E+11
2015/9/28,3100.756,156727530,1.66E+11
2015/9/29,3038.137,163222673,1.70E+11
2015/9/30,3052.781,146642449,1.57E+11
2015/10/8,3143.357,234276050,2.59E+11
2015/10/9,3183.152,234851445,2.56E+11
2015/10/12,3287.662,386294715,4.36E+11
2015/10/13,3293.23,297153133,3.35E+11
2015/10/14,3262.441,295077739,3.30E+11
2015/10/15,3338.073,316283851,3.63E+11
2015/10/16,3391.352,395460575,4.59E+11
2015/10/19,3386.7,378112183,4.53E+11
2015/10/20,3425.33,318973758,3.84E+11
2015/10/21,3320.676,458455428,5.19E+11
2015/10/22,3368.739,323739341,3.75E+11
2015/10/23,3412.434,347372854,4.25E+11
2015/10/26,3429.581,365560853,4.54E+11
2015/10/27,3434.336,328172768,4.09E+11
2015/10/28,3375.196,293523284,3.62E+11
2015/10/29,3387.315,235676026,2.95E+11
2015/10/30,3382.561,243595118,3.07E+11
2015/11/2,3325.085,230951129,2.86E+11
2015/11/3,3316.695,192897428,2.44E+11
2015/11/4,3459.64,339078730,4.26E+11
2015/11/5,3522.819,553254947,6.79E+11
2015/11/6,3590.032,429167033,5.43E+11
2015/11/9,3646.881,503016682,6.36E+11
2015/11/10,3640.485,429746576,5.60E+11
2015/11/11,3650.249,360972651,4.68E+11
2015/11/12,3632.902,361717600,4.83E+11
2015/11/13,3580.839,345870933,4.69E+11
2015/11/16,3606.957,276187057,3.69E+11
2015/11/17,3604.795,383575468,5.22E+11
2015/11/18,3568.468,297580734,3.92E+11
2015/11/19,3617.062,247915576,3.28E+11
2015/11/20,3630.5,310801972,4.14E+11
2015/11/23,3610.32,315997474,4.14E+11
2015/11/24,3616.113,248810524,3.28E+11
2015/11/25,3647.93,273024857,3.81E+11
2015/11/26,3635.552,306761582,4.26E+11
2015/11/27,3436.303,354287525,4.64E+11
2015/11/30,3445.405,304197903,3.88E+11
2015/12/1,3456.309,252390755,3.30E+11
2015/12/2,3536.905,301491480,3.69E+11
2015/12/3,3584.824,281111255,3.39E+11
2015/12/4,3524.992,251736411,3.20E+11
2015/12/7,3536.927,208302579,2.81E+11
2015/12/8,3470.07,224367310,2.98E+11
2015/12/9,3472.439,195698845,2.68E+11
2015/12/10,3455.495,200427517,2.79E+11
2015/12/11,3434.581,182908878,2.45E+11
2015/12/14,3520.668,215374620,2.79E+11
2015/12/15,3510.354,200471341,2.76E+11
2015/12/16,3516.187,193482310,2.65E+11
2015/12/17,3579.999,283856476,3.81E+11
2015/12/18,3578.964,273707904,3.65E+11
2015/12/21,3642.472,299849280,3.98E+11
2015/12/22,3651.767,261178763,3.61E+11
2015/12/23,3636.089,298201801,4.20E+11
2015/12/24,3612.485,227785225,3.15E+11
2015/12/25,3627.914,198451111,2.75E+11
2015/12/28,3533.779,269983278,3.69E+11
2015/12/29,3563.736,182551923,2.51E+11
2015/12/30,3572.876,187889609,2.68E+11
2015/12/31,3539.182,176963659,2.54E+11
2016/1/4,3296.258,184418423,2.41E+11
2016/1/5,3287.711,266882083,3.28E+11
2016/1/6,3361.84,238886670,2.85E+11
2016/1/7,3125.002,70569123,79981988654
2016/1/8,3186.412,286440822,3.24E+11
2016/1/11,3016.704,271643691,2.86E+11
2016/1/12,3022.861,207659622,2.24E+11
2016/1/13,2949.597,194282106,2.08E+11
2016/1/14,3007.649,212905644,2.18E+11
2016/1/15,2900.97,198721697,2.07E+11
2016/1/18,2913.8367,164699694,1.74E+11
2016/1/19,3007.7393,205279703,2.23E+11
2016/1/20,2976.6938,216505474,2.35E+11
2016/1/21,2880.4816,191675668,2.04E+11
2016/1/22,2916.5624,159810734,1.70E+11
2016/1/25,2938.5149,153039057,1.64E+11
2016/1/26,2749.7854,210836054,2.13E+11
2016/1/27,2735.5578,215722046,2.07E+11
2016/1/28,2655.6609,171120280,1.67E+11
2016/1/29,2737.5996,186673106,1.80E+11
2016/2/1,2688.8536,156383744,1.53E+11
2016/2/2,2749.5703,158078211,1.59E+11
2016/2/3,2739.2469,148397217,1.47E+11
2016/2/4,2781.0227,170382018,1.75E+11
2016/2/5,2763.492,141186284,1.46E+11
2016/2/15,2746.1958,129263932,1.29E+11
2016/2/16,2836.5705,195961614,1.99E+11
2016/2/17,2867.3379,216909925,2.26E+11
2016/2/18,2862.8927,219203873,2.31E+11
2016/2/19,2860.0208,163391413,1.78E+11
2016/2/22,2927.175,232176042,2.39E+11
2016/2/23,2903.3313,199740663,2.12E+11
2016/2/24,2928.896,213410384,2.28E+11
2016/2/25,2741.2454,270284416,2.72E+11
2016/2/26,2767.2097,191110472,1.90E+11
2016/2/29,2687.9788,207410709,1.95E+11
2016/3/1,2733.17,187207443,1.82E+11
2016/3/2,2849.6811,270961783,2.59E+11
2016/3/3,2859.7582,287478210,2.80E+11
2016/3/4,2874.1468,312495169,2.95E+11
2016/3/7,2897.3395,217466836,2.09E+11
2016/3/8,2901.387,233482661,2.21E+11
2016/3/9,2862.556,183355383,1.77E+11
2016/3/10,2804.7255,138979461,1.42E+11
2016/3/11,2810.3074,127247554,1.28E+11
2016/3/14,2859.499,194816030,2.03E+11
2016/3/15,2864.3684,163386667,1.70E+11
2016/3/16,2870.43,186492535,1.90E+11
2016/3/17,2904.8319,200290213,2.14E+11
2016/3/18,2955.1498,313332735,3.28E+11
2016/3/21,3018.8017,352400438,3.81E+11
2016/3/22,2999.3628,270377322,3.11E+11
2016/3/23,3009.9604,216977462,2.56E+11
2016/3/24,2960.9704,237006403,2.75E+11
2016/3/25,2979.4343,175074344,2.01E+11
2016/3/28,2957.82,202021241,2.32E+11
2016/3/29,2919.8318,182965345,2.02E+11
2016/3/30,3000.6449,210371451,2.34E+11
2016/3/31,3003.9152,220413445,2.52E+11
2016/4/1,3009.5298,206545866,2.18E+11
2016/4/5,3053.0654,256730344,2.77E+11
2016/4/6,3050.592,232262051,2.55E+11
2016/4/7,3008.42,220919506,2.44E+11
2016/4/8,2984.9582,187904633,2.07E+11
2016/4/11,3033.957,220018324,2.52E+11
2016/4/12,3023.6464,182718668,2.07E+11
2016/4/13,3066.6381,310003246,3.31E+11
2016/4/14,3082.3615,208237830,2.35E+11
2016/4/15,3078.1166,189613051,2.24E+11
2016/4/18,3033.6604,183304512,2.09E+11
2016/4/19,3042.8232,156533200,1.81E+11
2016/4/20,2972.5837,283144219,3.11E+11
2016/4/21,2952.8911,189406849,2.06E+11
2016/4/22,2959.24,137211668,1.49E+11
2016/4/25,2946.6704,125856243,1.41E+11
2016/4/26,2964.6997,117711604,1.34E+11
2016/4/27,2953.6709,130867640,1.50E+11
2016/4/28,2945.5886,138663274,1.55E+11
2016/4/29,2938.3235,109310628,1.29E+11
2016/5/3,2992.6432,168703643,1.96E+11
2016/5/4,2991.2721,165407106,1.89E+11
2016/5/5,2997.8416,144831383,1.63E+11
2016/5/6,2913.2476,206796498,2.34E+11
2016/5/9,2832.1125,180378330,1.89E+11
2016/5/10,2832.5912,120829310,1.29E+11
2016/5/11,2837.0372,135795466,1.46E+11
2016/5/12,2835.8618,136337655,1.41E+11
2016/5/13,2827.1087,114319710,1.24E+11
2016/5/16,2850.8617,114653592,1.27E+11
2016/5/17,2843.6841,123369064,1.40E+11
2016/5/18,2807.5141,140487826,1.49E+11
2016/5/19,2806.9061,111595071,1.24E+11
2016/5/20,2825.4831,108700899,1.24E+11
2016/5/23,2843.645,120470455,1.40E+11
2016/5/24,2821.6663,111452445,1.21E+11
2016/5/25,2815.0863,103527265,1.18E+11
2016/5/26,2822.4429,114766797,1.27E+11
2016/5/27,2821.046,109845823,1.24E+11
2016/5/30,2822.4509,106319589,1.16E+11
2016/5/31,2916.616,215260341,2.37E+11
2016/6/1,2913.5077,188386421,2.20E+11
2016/6/2,2925.2293,159716916,1.85E+11
2016/6/3,2938.682,172021023,2.11E+11
2016/6/6,2934.0979,141993742,1.72E+11
2016/6/7,2936.0449,132987867,1.64E+11
2016/6/8,2927.159,143046071,1.77E+11
2016/6/13,2833.0707,169255434,1.99E+11
2016/6/14,2842.1886,119755274,1.39E+11
2016/6/15,2887.2101,166671069,1.97E+11
2016/6/16,2872.8166,173882767,2.02E+11
2016/6/17,2885.105,171472517,1.95E+11
2016/6/20,2888.8091,136571051,1.64E+11
2016/6/21,2878.5575,164359089,1.98E+11
2016/6/22,2905.5495,130590424,1.56E+11
2016/6/23,2891.9602,136137375,1.64E+11
2016/6/24,2854.2864,190842609,2.15E+11
2016/6/27,2895.7033,156697472,1.90E+11
2016/6/28,2912.5574,173871047,2.11E+11
2016/6/29,2931.5923,193215586,2.23E+11
2016/6/30,2929.6057,154464930,1.87E+11
2016/7/1,2932.4758,141246227,1.73E+11
2016/7/4,2988.604,222017132,2.53E+11
2016/7/5,3006.3919,235204450,2.70E+11
2016/7/6,3017.2924,212370920,2.46E+11
2016/7/7,3016.8467,222681667,2.70E+11
2016/7/8,2988.0939,168986859,2.10E+11
2016/7/11,2994.9167,224338224,2.72E+11
2016/7/12,3049.381,259486295,2.89E+11
2016/7/13,3060.6893,253659384,2.79E+11
2016/7/14,3054.0182,180194804,2.09E+11
2016/7/15,3054.296,172866398,2.03E+11
2016/7/18,3043.5643,177496562,2.07E+11
2016/7/19,3036.5979,155361466,1.87E+11
2016/7/20,3027.8995,138242815,1.71E+11
2016/7/21,3039.0091,163767370,2.00E+11
2016/7/22,3012.8157,162010181,1.98E+11
2016/7/25,3015.8278,144206582,1.75E+11
2016/7/26,3050.1661,156694506,1.85E+11
2016/7/27,2991.9991,280160915,3.17E+11
2016/7/28,2994.3234,190564950,2.18E+11
2016/7/29,2979.3388,150101534,1.70E+11
2016/8/1,2953.3854,147407763,1.62E+11
2016/8/2,2971.2787,115468900,1.29E+11
2016/8/3,2978.4608,141141332,1.59E+11
2016/8/4,2982.4261,133933301,1.53E+11
2016/8/5,2976.6962,141857101,1.62E+11
2016/8/8,3004.2767,155729833,1.72E+11
2016/8/9,3025.6805,169995446,1.88E+11
2016/8/10,3018.7459,164675165,1.85E+11
2016/8/11,3002.6376,161879481,1.80E+11
2016/8/12,3050.6674,168173657,1.79E+11
2016/8/15,3125.1952,297616506,3.28E+11
2016/8/16,3110.0369,278328934,3.09E+11
2016/8/17,3109.5549,213839637,2.43E+11
2016/8/18,3104.1138,229359081,2.57E+11
2016/8/19,3108.102,194347453,2.12E+11
2016/8/22,3084.8051,185387927,2.08E+11
2016/8/23,3089.7055,161368965,1.79E+11
2016/8/24,3085.8804,145707440,1.68E+11
2016/8/25,3068.3294,174032980,2.01E+11
2016/8/26,3070.3088,149663901,1.76E+11
2016/8/29,3070.0273,144500007,1.66E+11
2016/8/30,3074.6768,140434811,1.64E+11
2016/8/31,3085.491,141368609,1.69E+11
2016/9/1,3063.3054,155191093,1.77E+11
2016/9/2,3067.352,150446920,1.71E+11
2016/9/5,3072.0953,144963317,1.61E+11
2016/9/6,3090.7127,172908524,1.93E+11
2016/9/7,3091.9281,186956763,2.07E+11
2016/9/8,3095.9543,145883771,1.66E+11
2016/9/9,3078.8548,160692924,1.82E+11
2016/9/12,3021.9771,206012086,2.22E+11
2016/9/13,3023.5095,135387580,1.53E+11
2016/9/14,3002.8486,133413401,1.48E+11
2016/9/19,3026.0513,119225027,1.33E+11
2016/9/20,3022.9995,118924117,1.40E+11
2016/9/21,3025.8736,115721213,1.34E+11
2016/9/22,3042.3132,139309554,1.59E+11
2016/9/23,3033.8956,125590976,1.47E+11
2016/9/26,2980.4295,144330286,1.62E+11
2016/9/27,2998.1723,121701450,1.33E+11
2016/9/28,2987.8576,104625697,1.16E+11
2016/9/29,2998.4827,113213919,1.23E+11
2016/9/30,3004.703,101333562,1.13E+11
2016/10/10,3048.1428,160051104,1.76E+11
2016/10/11,3065.2497,167273496,1.84E+11
2016/10/12,3058.4981,142493577,1.60E+11
2016/10/13,3061.3458,154756725,1.66E+11
2016/10/14,3063.8086,155373705,1.64E+11
2016/10/17,3041.1663,163733265,1.81E+11
2016/10/18,3083.8751,182042460,1.96E+11
2016/10/19,3084.7189,182470143,1.97E+11
2016/10/20,3084.4577,160691364,1.78E+11
2016/10/21,3090.9412,187388072,2.02E+11
2016/10/24,3128.2467,240522349,2.50E+11
2016/10/25,3131.9385,203380898,2.21E+11
2016/10/26,3116.3119,191663263,2.16E+11
2016/10/27,3112.3498,158008789,1.82E+11
2016/10/28,3104.2703,181774123,2.13E+11
2016/10/31,3100.492,151506764,1.78E+11
2016/11/1,3122.4356,160232032,1.96E+11
2016/11/2,3102.7326,182722067,2.22E+11
2016/11/3,3128.9356,222986260,2.66E+11
2016/11/4,3125.3167,197683197,2.39E+11
2016/11/7,3133.3326,179418490,2.11E+11
2016/11/8,3147.8875,190846979,2.22E+11
2016/11/9,3128.3702,241114958,2.77E+11
2016/11/10,3171.282,244192602,2.86E+11
2016/11/11,3196.0436,310854579,3.44E+11
2016/11/14,3210.371,329608313,3.47E+11
2016/11/15,3206.9858,240886350,2.67E+11
2016/11/16,3205.0572,221766993,2.45E+11
2016/11/17,3208.4525,214206240,2.27E+11
2016/11/18,3192.8559,209826639,2.35E+11
2016/11/21,3218.1477,230652844,2.63E+11
2016/11/22,3248.3517,261631547,2.92E+11
2016/11/23,3241.1366,249959592,2.78E+11
2016/11/24,3241.7359,232324527,2.67E+11
2016/11/25,3261.9378,233921601,2.59E+11
2016/11/28,3276.9996,281551253,3.00E+11
2016/11/29,3282.9238,320836287,3.48E+11
2016/11/30,3250.0344,243576053,2.63E+11
2016/12/1,3273.3093,237759864,2.62E+11
2016/12/2,3243.8432,259567205,2.82E+11
2016/12/5,3204.7092,223010394,2.39E+11
2016/12/6,3199.6473,157572693,1.77E+11
2016/12/7,3222.2415,169072847,1.89E+11
2016/12/8,3215.3658,170710173,1.98E+11
2016/12/9,3232.8834,204023956,2.26E+11
2016/12/12,3152.9704,274708461,2.94E+11
2016/12/13,3155.0374,185164495,2.03E+11
2016/12/14,3140.5308,201358887,2.19E+11
2016/12/15,3117.677,189990626,2.13E+11
2016/12/16,3122.9815,164988699,1.90E+11
2016/12/19,3118.0846,154169716,1.75E+11
2016/12/20,3102.8759,157426759,1.72E+11
2016/12/21,3137.4297,186706607,2.04E+11
2016/12/22,3139.558,167804990,1.86E+11
2016/12/23,3110.1544,166176769,1.89E+11
2016/12/26,3122.569,152571881,1.71E+11
2016/12/27,3114.664,141528939,1.62E+11
2016/12/28,3102.2357,135727087,1.54E+11
2016/12/29,3096.0968,132623292,1.50E+11
2016/12/30,3103.6373,133267130,1.52E+11
2017/1/3,3135.9208,141567187,1.60E+11
2017/1/4,3158.794,167860850,1.96E+11
2017/1/5,3165.4109,174727645,2.00E+11
2017/1/6,3154.321,183708966,2.07E+11
2017/1/9,3171.2362,171714075,1.92E+11
2017/1/10,3161.6713,179759216,1.95E+11
2017/1/11,3136.7535,178362221,1.89E+11
2017/1/12,3119.2886,148889240,1.62E+11
2017/1/13,3112.7644,156274214,1.74E+11
2017/1/16,3103.428,257885996,2.63E+11
2017/1/17,3108.7746,136157861,1.55E+11
2017/1/18,3113.0123,131780128,1.45E+11
2017/1/19,3101.2992,123851420,1.39E+11
2017/1/20,3123.1389,122366777,1.41E+11
2017/1/23,3136.7748,132660392,1.48E+11
2017/1/24,3142.5533,125973881,1.35E+11
2017/1/25,3149.5547,112073827,1.27E+11
2017/1/26,3159.166,113876772,1.25E+11
2017/2/3,3140.17,92224736,1.08E+11
2017/2/6,3156.9838,127198283,1.50E+11
2017/2/7,3153.0878,128337442,1.53E+11
